external_id,name,date_of_birth,outcome_datetime,age_outcome_days,animal_type,outcome_type,outcome_subtype,sex,is_intact,breed,color
A755546,Miracle,2016-09-08,2017-08-04 16:29:00,330.0,Cat,Stray,Injured,Female,True,Domestic Shorthair Mix,White/Black
A755548,Maggie,2017-06-05,2017-08-04 16:38:00,60.0,Dog,Public Assist,Normal,Female,True,German Shepherd,Black/Brown
A380420,Laika,2005-08-07,2017-08-04 16:45:00,4380.0,Dog,Stray,Normal,Female,False,Labrador Retriever Mix,Black/White
A755553,*Midnight,2017-07-07,2017-08-04 17:37:00,28.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Black
A755552,*Shadow,2017-07-07,2017-08-04 17:37:00,28.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Black
A755556,Boston,2009-08-06,2017-08-04 18:37:00,2920.0,Dog,Stray,Normal,Male,False,Boston Terrier Mix,Black/White
A755557,,2017-07-07,2017-08-04 18:40:00,28.0,Cat,Stray,Other,Female,True,Domestic Shorthair Mix,Brown Tabby
A755559,,2014-08-05,2017-08-04 18:47:00,1095.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Calico
A755560,,2014-08-05,2017-08-04 18:47:00,1095.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Calico
A755561,,2017-06-05,2017-08-04 18:47:00,60.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Brown Tabby
A755562,,2017-06-05,2017-08-04 18:47:00,60.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Brown Tabby
A755563,,2017-06-05,2017-08-04 18:47:00,60.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Black
A755554,,2016-08-04,2017-08-04 20:50:00,365.0,Other,Wildlife,Normal,Unknown,,Bat Mix,Brown
A755564,,2016-08-04,2017-08-04 20:53:00,365.0,Other,Wildlife,Normal,Unknown,,Bat Mix,Brown
A755570,,2016-08-05,2017-08-05 10:07:00,365.0,Bird,Wildlife,Injured,Unknown,,Pigeon,Gray/White
A755574,*Jimmy,2013-08-06,2017-08-05 10:48:00,1460.0,Dog,Stray,Normal,Male,True,Labrador Retriever Mix,Black/White
A695830,Snowy,2014-08-06,2017-08-05 11:02:00,1095.0,Dog,Stray,Normal,Male,False,Catahoula Mix,White
A755577,Peanut,2011-08-07,2017-08-05 11:14:00,2190.0,Dog,Owner Surrender,Normal,Male,False,Rat Terrier Mix,Black/Gray
A755575,,2017-02-06,2017-08-05 11:18:00,180.0,Dog,Stray,Normal,Female,True,Rat Terrier Mix,Tricolor
A755576,,2017-02-06,2017-08-05 11:18:00,180.0,Dog,Stray,Normal,Female,True,Rat Terrier Mix,Tricolor
A755578,*Opi,2017-07-06,2017-08-05 11:45:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Orange Tabby
A755587,,2016-08-05,2017-08-05 11:53:00,365.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Brown Tabby
A755582,,2017-06-06,2017-08-05 12:00:00,60.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Seal Point
A755581,,2017-06-06,2017-08-05 12:00:00,60.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Seal Point
A755580,,2017-06-06,2017-08-05 12:00:00,60.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Lynx Point
A755579,,2017-06-06,2017-08-05 12:00:00,60.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Chocolate Point
A748527,Brisa,2016-12-08,2017-08-05 12:16:00,240.0,Dog,Public Assist,Normal,Female,True,Australian Cattle Dog Mix,Brown Merle
A724286,Obama,2013-08-06,2017-08-05 12:36:00,1460.0,Dog,Stray,Normal,Male,True,German Shepherd,Brown/Black
A755583,Knight,2017-06-06,2017-08-05 12:47:00,60.0,Dog,Stray,Normal,Male,True,Labrador Retriever Mix,Black/White
A755584,Mustache,2013-08-06,2017-08-05 12:57:00,1460.0,Cat,Stray,Injured,Male,False,Domestic Medium Hair Mix,White/Black
A755585,*Fennel,2017-03-08,2017-08-05 13:06:00,150.0,Other,Owner Surrender,Normal,Male,True,Rabbit Sh Mix,White/Gray
A755586,*Jenny,2014-08-06,2017-08-05 13:08:00,1095.0,Dog,Stray,Normal,Female,True,Pit Bull Mix,Tan
A724764,Daisy Mae,2014-08-06,2017-08-05 13:18:00,1095.0,Dog,Owner Surrender,Normal,Female,False,Toy Poodle Mix,Silver/Gray
A755592,Crookshanks,2017-05-07,2017-08-05 14:03:00,90.0,Cat,Stray,Normal,Male,False,Domestic Shorthair Mix,Orange Tabby
A755588,,2015-08-06,2017-08-05 14:15:00,730.0,Other,Wildlife,Normal,Unknown,,Bat Mix,Brown
A755591,Moxy,2012-08-06,2017-08-05 14:26:00,1825.0,Dog,Stray,Normal,Female,True,Shih Tzu Mix,White/Black
A755594,,2015-08-06,2017-08-05 14:49:00,730.0,Other,Wildlife,Sick,Unknown,,Raccoon,Black/Gray
A719479,Snake Finder,2015-08-06,2017-08-05 15:05:00,730.0,Dog,Public Assist,Normal,Male,False,Miniature Pinscher,Black/Tan
A641228,Sasha,2007-08-08,2017-08-05 15:30:00,3650.0,Dog,Stray,Normal,Female,False,Standard Poodle/Labrador Retriever,White
A755595,,2015-08-06,2017-08-05 16:44:00,730.0,Other,Wildlife,Injured,Unknown,,Bat Mix,Black
A754828,Bonita,2017-06-06,2017-08-05 18:11:00,60.0,Cat,Owner Surrender,Sick,Female,True,Domestic Shorthair Mix,Black/White
A755602,*King Nigel,2011-08-08,2017-08-06 08:10:00,2190.0,Cat,Stray,Normal,Male,True,Snowshoe Mix,Seal Point/White
A755606,,2017-07-07,2017-08-06 09:16:00,30.0,Dog,Stray,Normal,Male,True,Labrador Retriever Mix,Black/White
A755607,,2017-07-07,2017-08-06 09:16:00,30.0,Dog,Stray,Normal,Male,True,Labrador Retriever Mix,Black
A755608,,2017-07-07,2017-08-06 09:16:00,30.0,Dog,Stray,Normal,Female,True,Labrador Retriever Mix,Chocolate
A755609,,2017-07-07,2017-08-06 09:16:00,30.0,Dog,Stray,Normal,Male,True,Labrador Retriever Mix,Black
A755610,,2017-07-07,2017-08-06 09:16:00,30.0,Dog,Stray,Normal,Male,True,Labrador Retriever Mix,Chocolate
A755611,,2017-07-07,2017-08-06 09:16:00,30.0,Dog,Stray,Normal,Male,True,Labrador Retriever Mix,Black
A755617,,2017-07-07,2017-08-06 11:07:00,30.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby
A755616,Windu,2017-04-08,2017-08-06 11:07:00,120.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Blue Tabby
A755614,,2017-05-08,2017-08-06 11:07:00,90.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Cream Tabby
A755613,,2017-05-08,2017-08-06 11:07:00,90.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair Mix,Cream Tabby
A755615,,2017-04-08,2017-08-06 11:15:00,120.0,Dog,Stray,Normal,Male,True,Labrador Retriever Mix,Brown/Black
A755618,,2016-08-06,2017-08-06 11:20:00,365.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Gray
A755619,,2017-04-08,2017-08-06 11:20:00,120.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Orange Tabby
A755621,,2016-08-06,2017-08-06 11:43:00,365.0,Bird,Stray,Normal,Unknown,,Parrot Mix,Green/Yellow
A755622,Katie,2013-08-07,2017-08-06 11:53:00,1460.0,Cat,Owner Surrender,Injured,Female,False,Domestic Shorthair Mix,Tortie
A731492,Jaxx,2002-08-10,2017-08-06 12:37:00,5475.0,Cat,Owner Surrender,Normal,Male,False,Domestic Shorthair Mix,Cream Tabby/White
A755629,,2017-07-23,2017-08-06 13:00:00,14.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Black
A751760,Hashi,2017-04-08,2017-08-06 13:01:00,120.0,Dog,Stray,Normal,Male,True,Pit Bull Mix,Black/White
A755630,Taco Moon,2015-08-07,2017-08-06 13:13:00,730.0,Cat,Stray,Normal,Female,False,Sphynx,White
A755631,,2017-06-07,2017-08-06 13:15:00,60.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Orange Tabby
A755633,,2017-07-07,2017-08-06 13:24:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Blue Tabby
A755634,Caramelo,2015-08-07,2017-08-06 13:34:00,730.0,Dog,Stray,Normal,Male,True,Chihuahua Shorthair Mix,Chocolate/Tan
A755632,*Tony,2017-07-07,2017-08-06 13:38:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Brown Tabby
A755635,*Zorro,2016-11-09,2017-08-06 13:53:00,270.0,Dog,Stray,Normal,Male,True,Labrador Retriever/Jack Russell Terrier,Yellow/White
A755637,Lulu Belle,2016-08-06,2017-08-06 13:53:00,365.0,Dog,Stray,Normal,Female,True,Cairn Terrier Mix,Tricolor
A739464,Manchas,2016-08-06,2017-08-06 14:00:00,365.0,Dog,Public Assist,Normal,Male,True,Pit Bull Mix,Black/White
A755636,,2009-08-08,2017-08-06 14:01:00,2920.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby
A755638,,2017-06-07,2017-08-06 14:12:00,60.0,Dog,Stray,Normal,Male,True,German Shepherd Mix,Tan/Black
A755639,,2017-07-07,2017-08-06 14:21:00,30.0,Cat,Stray,Normal,Male,True,Domestic Medium Hair Mix,Cream Tabby/White
A755641,,2017-06-07,2017-08-06 14:28:00,60.0,Dog,Stray,Normal,Female,True,Labrador Retriever Mix,Black/White
A755643,*Brando,2016-08-06,2017-08-06 15:08:00,365.0,Dog,Stray,Normal,Male,True,Pit Bull Mix,Brown Brindle
A755645,Gurly Girl,2009-08-08,2017-08-06 15:31:00,2920.0,Dog,Stray,Normal,Female,False,Yorkshire Terrier Mix,Tricolor
A755646,Marley,2013-08-07,2017-08-06 15:41:00,1460.0,Dog,Stray,Normal,Male,False,Labrador Retriever Mix,Tan/White
A755647,,2016-08-06,2017-08-06 15:46:00,365.0,Cat,Stray,Injured,Unknown,,Domestic Shorthair Mix,Blue
A732802,*Radar,2016-08-06,2017-08-06 15:57:00,365.0,Cat,Stray,Normal,Male,False,Domestic Shorthair Mix,Black
A755649,*Eclipse,2015-08-07,2017-08-06 16:08:00,730.0,Dog,Stray,Normal,Female,True,Pit Bull Mix,Black/White
A755650,,2016-08-06,2017-08-06 16:23:00,365.0,Other,Wildlife,Sick,Unknown,,Opossum Mix,Gray/White
A755651,,2017-07-07,2017-08-06 16:31:00,30.0,Dog,Stray,Normal,Male,True,Chihuahua Shorthair Mix,Brown
A755652,,2017-06-07,2017-08-06 16:39:00,60.0,Dog,Stray,Normal,Male,True,Labrador Retriever Mix,Black/White
A727337,Bentley,2015-08-07,2017-08-06 17:02:00,730.0,Dog,Owner Surrender,Normal,Male,False,Chinese Sharpei Mix,Tan
A755654,*Mickey,2017-07-07,2017-08-06 17:22:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Blue
A755655,,2017-07-24,2017-08-07 07:11:00,14.0,Cat,Stray,Nursing,Male,True,Domestic Longhair Mix,Blue/White
A755656,,2017-07-24,2017-08-07 07:11:00,14.0,Cat,Stray,Nursing,Male,True,Domestic Longhair Mix,Brown Tabby/White
A755663,,2014-08-08,2017-08-07 10:42:00,1095.0,Dog,Stray,Normal,Male,True,Chihuahua Shorthair Mix,Black/Tan
A755662,Carlito,2015-08-08,2017-08-07 10:43:00,730.0,Dog,Stray,Normal,Male,False,Australian Terrier Mix,Black/Brown
A755664,,2017-04-09,2017-08-07 11:16:00,120.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair Mix,Black
A755337,Malibou,2008-08-09,2017-08-07 11:20:00,3285.0,Dog,Public Assist,Normal,Male,True,Pit Bull/Belgian Malinois,Black Brindle/Blue
A755674,,2017-03-10,2017-08-07 11:27:00,150.0,Dog,Stray,Normal,Female,True,Boxer Mix,Brown Brindle
A755665,*Meadow,2016-08-07,2017-08-07 11:40:00,365.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby/White
A755666,*Ganache,2017-07-10,2017-08-07 11:40:00,28.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Tortie/White
A755667,*Brulee,2017-07-10,2017-08-07 11:40:00,28.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Tortie/White
A755668,,2017-07-31,2017-08-07 11:49:00,7.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Black/White
A755670,*Carat,2017-06-08,2017-08-07 11:58:00,60.0,Other,Owner Surrender,Normal,Female,True,Rabbit Sh Mix,White
A755669,,2017-03-10,2017-08-07 11:59:00,150.0,Other,Wildlife,Normal,Unknown,,Bat,Brown
A755672,Lotte,2016-08-07,2017-08-07 11:59:00,365.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair Mix,Black/White
A730330,*Saucer,2014-08-08,2017-08-07 12:12:00,1095.0,Dog,Owner Surrender,Normal,Female,False,Black Mouth Cur Mix,Tan/Black
A755673,,2014-08-08,2017-08-07 12:24:00,1095.0,Other,Wildlife,Normal,Unknown,,Bat Mix,Brown
A755675,Risky,2016-08-07,2017-08-07 12:25:00,365.0,Dog,Stray,Normal,Male,True,Tibetan Spaniel Mix,Brown/Black
A755678,,2017-07-17,2017-08-07 12:27:00,21.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby
A755677,,2017-03-10,2017-08-07 12:33:00,150.0,Other,Wildlife,Normal,Unknown,,Bat,Brown
A755686,,2013-08-08,2017-08-07 12:39:00,1460.0,Other,Wildlife,Normal,Unknown,,Bat Mix,Brown
A755687,,2014-08-08,2017-08-07 12:39:00,1095.0,Other,Wildlife,Normal,Unknown,,Bat Mix,Brown
A755683,,2014-08-08,2017-08-07 12:39:00,1095.0,Other,Wildlife,Normal,Unknown,,Bat Mix,Brown
A755685,,2013-08-08,2017-08-07 12:39:00,1460.0,Other,Wildlife,Normal,Unknown,,Bat Mix,Brown
A755681,,2013-08-08,2017-08-07 12:39:00,1460.0,Other,Wildlife,Normal,Unknown,,Bat Mix,Brown
A755682,,2014-08-08,2017-08-07 12:39:00,1095.0,Other,Wildlife,Normal,Unknown,,Bat Mix,Brown
A755680,,2014-08-08,2017-08-07 12:39:00,1095.0,Other,Wildlife,Normal,Unknown,,Bat Mix,Brown
A755679,,2013-08-08,2017-08-07 12:39:00,1460.0,Other,Wildlife,Normal,Unknown,,Bat Mix,Brown
A755684,Athena,2017-06-08,2017-08-07 12:59:00,60.0,Dog,Owner Surrender,Normal,Female,True,German Shepherd Mix,Brown/Black
A755688,Sparky,2011-08-09,2017-08-07 13:06:00,2190.0,Dog,Owner Surrender,Normal,Male,False,Rat Terrier Mix,Black/Gray
A755689,Star,2009-08-09,2017-08-07 13:06:00,2920.0,Dog,Owner Surrender,Normal,Female,False,Labrador Retriever Mix,Yellow/White
A755690,Eleven,2017-03-10,2017-08-07 13:20:00,150.0,Dog,Stray,Normal,Female,True,Australian Cattle Dog Mix,Black/White
A755692,Charlie,2015-08-08,2017-08-07 13:32:00,730.0,Dog,Stray,Normal,Male,False,German Shepherd Mix,Black
A755693,,2017-05-09,2017-08-07 13:43:00,90.0,Cat,Stray,Injured,Male,True,Domestic Shorthair Mix,Orange Tabby
A755697,,2015-08-08,2017-08-07 13:49:00,730.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair Mix,Cream Tabby
A755698,,2017-07-10,2017-08-07 14:04:00,28.0,Dog,Public Assist,Normal,Male,True,Pit Bull Mix,Blue/White
A578580,Princess,2006-08-10,2017-08-07 14:18:00,4015.0,Dog,Stray,Normal,Female,False,Siberian Husky Mix,Black/White
A515453,Bolo,2007-08-10,2017-08-07 14:23:00,3650.0,Dog,Stray,Normal,Male,False,Pit Bull Mix,Brown/White
A755703,Whitney,2011-08-09,2017-08-07 14:47:00,2190.0,Cat,Owner Surrender,Normal,Female,False,Maine Coon Mix,Brown Tabby
A755705,Loki,2014-08-08,2017-08-07 15:29:00,1095.0,Dog,Public Assist,Normal,Male,False,Pit Bull Mix,Black/White
A753357,Morty,2016-08-07,2017-08-07 15:40:00,365.0,Dog,Stray,Normal,Male,True,Labrador Retriever Mix,Black/White
A755707,,2017-03-10,2017-08-07 15:59:00,150.0,Other,Wildlife,Normal,Unknown,,Bat,Brown
A755708,,2017-03-10,2017-08-07 16:02:00,150.0,Other,Wildlife,Normal,Unknown,,Bat,Brown
A755712,Snowball,2015-08-08,2017-08-07 16:26:00,730.0,Cat,Stray,Injured,Female,False,Siamese Mix,Tortie Point
A755710,,2016-08-07,2017-08-07 16:28:00,365.0,Other,Wildlife,Normal,Unknown,,Bat Mix,Brown
A755714,Buddy,2017-03-10,2017-08-07 16:40:00,150.0,Dog,Stray,Injured,Male,True,Collie Smooth Mix,White/Brown
A755730,Calica,2017-06-08,2017-08-07 16:51:00,60.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby
A755731,Morty,2017-06-08,2017-08-07 16:51:00,60.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Brown Tabby
A755718,,2016-08-07,2017-08-07 17:48:00,365.0,Cat,Stray,Injured,Male,False,Domestic Shorthair Mix,Brown Tabby
A755719,*Alabaster,2017-07-10,2017-08-07 18:18:00,28.0,Dog,Stray,Sick,Female,True,Pit Bull Mix,Tan/White
A755721,Oreo,2015-08-08,2017-08-07 18:45:00,730.0,Cat,Owner Surrender,Injured,Male,False,Domestic Shorthair Mix,Black/White
A755720,Bam Bam,2016-08-07,2017-08-07 19:00:00,365.0,Dog,Owner Surrender,Normal,Male,True,Pit Bull Mix,Tan
A755722,Phoenix,2007-08-10,2017-08-07 19:13:00,3650.0,Dog,Stray,Normal,Male,True,Shih Tzu Mix,White/Black
A755724,,2007-08-11,2017-08-08 00:00:00,3650.0,Cat,Stray,Sick,Female,True,Domestic Longhair Mix,White
A738675,Salem,2016-08-08,2017-08-08 11:07:00,365.0,Dog,Owner Surrender,Normal,Female,False,Rat Terrier Mix,Tricolor
A755733,*Tippy,2017-07-09,2017-08-08 11:24:00,30.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby
A755734,,2017-07-09,2017-08-08 11:24:00,30.0,Cat,Stray,Normal,Male,True,Domestic Medium Hair Mix,Black Smoke
A534208,Cocoa,2006-08-11,2017-08-08 11:26:00,4015.0,Dog,Owner Surrender,Normal,Female,False,Staffordshire Mix,Chocolate/White
A755736,*Phrank,2017-07-09,2017-08-08 11:41:00,30.0,Dog,Stray,Normal,Male,True,Border Collie Mix,Black/White
A755737,,2015-08-09,2017-08-08 12:07:00,730.0,Dog,Stray,Normal,Male,True,Labrador Retriever Mix,Black/White
A755742,*Scout,2017-07-11,2017-08-08 12:25:00,28.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Black/White
A755741,*Jem,2017-07-11,2017-08-08 12:25:00,28.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Black
A755738,,2016-08-08,2017-08-08 12:26:00,365.0,Other,Wildlife,Sick,Unknown,,Raccoon,Brown/Black
A755740,,2016-08-08,2017-08-08 12:35:00,365.0,Other,Wildlife,Normal,Unknown,,Bat,Brown
A755744,,2017-04-10,2017-08-08 12:37:00,120.0,Cat,Stray,Normal,Female,True,Domestic Medium Hair Mix,Torbie
A753994,*Max,2016-08-08,2017-08-08 12:56:00,365.0,Dog,Owner Surrender,Sick,Male,False,Plott Hound Mix,Brown Brindle/White
A710304,Bucky,2015-08-09,2017-08-08 13:03:00,730.0,Dog,Stray,Normal,Male,True,Great Pyrenees,White
A755746,*Visa,2015-08-09,2017-08-08 13:22:00,730.0,Dog,Stray,Normal,Female,False,Labrador Retriever Mix,Black/White
A681288,Koda,2014-08-09,2017-08-08 13:33:00,1095.0,Dog,Public Assist,Normal,Male,False,Australian Cattle Dog/Labrador Retriever,Tricolor
A755747,,2017-03-11,2017-08-08 13:38:00,150.0,Other,Wildlife,Injured,Unknown,,Opossum,Gray
A755748,,2007-08-11,2017-08-08 13:39:00,3650.0,Other,Wildlife,Injured,Male,True,Raccoon Mix,Gray/Black
A755752,Marble,2017-07-18,2017-08-08 13:58:00,21.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Tortie
A755753,Phoenix,2017-07-18,2017-08-08 13:58:00,21.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Tortie
A755754,Friday,2017-07-18,2017-08-08 13:58:00,21.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Black
A755755,Rose,2014-08-09,2017-08-08 14:12:00,1095.0,Dog,Owner Surrender,Normal,Female,True,American Pit Bull Terrier Mix,Chocolate/White
A755756,,2017-04-10,2017-08-08 15:18:00,120.0,Other,Wildlife,Sick,Unknown,,Skunk Mix,Black/White
A755758,,2015-08-09,2017-08-08 15:31:00,730.0,Other,Wildlife,Sick,Unknown,,Raccoon,Gray/Black
A755762,,2017-03-11,2017-08-08 15:49:00,150.0,Other,Wildlife,Normal,Unknown,,Bat,Brown
A755763,,2017-03-11,2017-08-08 15:49:00,150.0,Other,Wildlife,Normal,Unknown,,Bat,Brown
A755761,,2017-03-11,2017-08-08 15:49:00,150.0,Other,Wildlife,Normal,Unknown,,Bat,Brown
A755767,Maggie,2006-08-11,2017-08-08 16:06:00,4015.0,Cat,Owner Surrender,Normal,Female,False,Domestic Longhair Mix,Black
A755764,,2017-05-10,2017-08-08 16:08:00,90.0,Dog,Stray,Normal,Male,True,Pit Bull Mix,Black/White
A755765,,2013-08-09,2017-08-08 16:13:00,1460.0,Other,Wildlife,Normal,Unknown,,Bat Mix,Brown
A755766,,2014-08-09,2017-08-08 16:19:00,1095.0,Other,Wildlife,Normal,Unknown,,Bat Mix,Brown
A755768,,2016-12-11,2017-08-08 16:19:00,240.0,Dog,Stray,Normal,Male,True,Rat Terrier Mix,Black/Brown Brindle
A737403,*Milo,2015-08-09,2017-08-08 16:29:00,730.0,Dog,Stray,Normal,Male,False,Pit Bull Mix,Black/White
A755774,Jasmine,2017-07-09,2017-08-08 17:03:00,30.0,Dog,Stray,Normal,Female,True,Great Pyrenees Mix,White/Gray
A755772,,2015-08-09,2017-08-08 17:11:00,730.0,Cat,Stray,Injured,Male,False,Domestic Shorthair Mix,Black
A755775,Marley,2015-08-09,2017-08-08 17:25:00,730.0,Dog,Stray,Normal,Male,True,Redbone Hound Mix,Red
A755780,Bleu,2015-08-09,2017-08-08 17:26:00,730.0,Dog,Stray,Normal,Male,True,American Staffordshire Terrier Mix,Brown Brindle/White
A755776,,2017-07-09,2017-08-08 17:27:00,30.0,Dog,Stray,Normal,Female,True,Jack Russell Terrier Mix,White/Tan
A755783,*Nelson,2013-08-09,2017-08-08 22:13:00,1460.0,Dog,Stray,Normal,Male,True,German Shepherd Mix,Black/Tan
A755784,Nala,2017-03-11,2017-08-08 22:13:00,150.0,Dog,Stray,Normal,Female,True,German Shepherd Mix,Black/Tan
A755785,,2015-08-10,2017-08-09 03:13:00,730.0,Other,Wildlife,Normal,Unknown,,Bat Mix,Brown
A755787,,2015-08-10,2017-08-09 07:47:00,730.0,Cat,Stray,Injured,Female,True,Domestic Shorthair Mix,Silver Tabby
A755782,,2017-04-11,2017-08-09 08:13:00,120.0,Cat,Stray,Injured,Female,True,Domestic Shorthair Mix,White/Black
A642549,Kylie Reed,2012-08-10,2017-08-09 08:13:00,1825.0,Cat,Stray,Injured,Female,False,Domestic Medium Hair Mix,White/Brown Tabby
A755793,*Blueboy,2017-07-12,2017-08-09 10:09:00,28.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Blue Tabby
A755750,Bruno,2015-08-10,2017-08-09 10:36:00,730.0,Dog,Public Assist,Normal,Male,True,Chihuahua Shorthair Mix,Brown
A755794,,2017-08-02,2017-08-09 11:02:00,7.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Black/White
A755795,,2017-08-02,2017-08-09 11:02:00,7.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Black/White
A755796,,2017-08-02,2017-08-09 11:02:00,7.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Black
A755801,*Jasmine,2017-06-10,2017-08-09 11:38:00,60.0,Dog,Stray,Normal,Female,True,Siberian Husky Mix,Black/White
A755802,*Sony,2014-08-10,2017-08-09 11:39:00,1095.0,Dog,Owner Surrender,Normal,Male,True,Labrador Retriever Mix,White/Black
A755803,Hunter,2014-08-10,2017-08-09 11:39:00,1095.0,Dog,Owner Surrender,Normal,Male,True,Mastiff Mix,Tricolor
A755805,,2017-07-12,2017-08-09 11:57:00,28.0,Cat,Stray,Normal,Female,True,Domestic Longhair Mix,Blue Tabby
A755804,,2017-07-12,2017-08-09 11:57:00,28.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Blue Tabby
A755061,Lana,2017-02-10,2017-08-09 12:00:00,180.0,Dog,Owner Surrender,Normal,Female,False,Labrador Retriever Mix,Tan
A755806,*Eva,2016-08-09,2017-08-09 12:12:00,365.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby
A755807,,2017-08-03,2017-08-09 12:12:00,6.0,Cat,Stray,Nursing,Female,True,Domestic Shorthair Mix,Black
A755808,,2017-08-03,2017-08-09 12:12:00,6.0,Cat,Stray,Nursing,Female,True,Domestic Shorthair Mix,Black
A755809,,2017-08-03,2017-08-09 12:12:00,6.0,Cat,Stray,Nursing,Female,True,Domestic Shorthair Mix,Black
A755811,,2017-08-03,2017-08-09 12:12:00,6.0,Cat,Stray,Nursing,Female,True,Domestic Shorthair Mix,Black/White
A755812,,2017-08-03,2017-08-09 12:12:00,6.0,Cat,Stray,Nursing,Male,True,Domestic Shorthair Mix,Brown Tabby
A755810,,2017-07-10,2017-08-09 12:14:00,30.0,Other,Stray,Normal,Female,True,Rabbit Sh Mix,White/Gray
A755822,Scooter,2015-08-10,2017-08-09 12:37:00,730.0,Cat,Owner Surrender,Normal,Male,False,Domestic Shorthair Mix,Brown Tabby/White
A755820,Gracey,2009-08-11,2017-08-09 12:37:00,2920.0,Cat,Owner Surrender,Normal,Female,False,Domestic Shorthair Mix,Blue Tabby/White
A755819,Toes,2015-08-10,2017-08-09 12:37:00,730.0,Cat,Owner Surrender,Normal,Male,False,Domestic Shorthair Mix,Brown Tabby
A755818,Junior,2015-08-10,2017-08-09 12:37:00,730.0,Cat,Owner Surrender,Normal,Male,False,Domestic Shorthair Mix,Cream Tabby/Orange
A755813,Lia,2015-08-10,2017-08-09 12:41:00,730.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby
A755814,,2017-05-11,2017-08-09 12:41:00,90.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby
A755815,,2017-04-11,2017-08-09 12:41:00,120.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair Mix,Black
A755816,*Toby,2017-01-11,2017-08-09 13:19:00,210.0,Dog,Stray,Normal,Male,True,Chihuahua Shorthair Mix,Black/Brown
A755817,,2017-02-10,2017-08-09 13:19:00,180.0,Cat,Stray,Injured,Male,True,Domestic Shorthair Mix,Brown Tabby/White
